rank,current_price,previous_close,return_1d,return_5d,return_20d,ma20,ma50,ma200,rsi14,macd,macd_signal,macd_hist,macd_hist_prev,atr14,atr_pct,volume,volume_avg20,volume_ratio,cmf20,obv,high20,high60,high252,low20,low60,valid,exclude_reason,stop_loss,target1,target2,expected_return_1,expected_return_2,downside_risk,risk_reward,vcp_score,vcp_contractions,vcp_contraction_depths,vcp_volume_dryup,vcp_atr_compression,pivot_price,dist_to_pivot_pct,vcp_status,weekly_trend_ok,weekly_ma30,weekly_trend_reason,regime_state,regime_score,regime_message,trend_score,volume_score,momentum_score,macd_score,position_score,risk_reward_score,risk_penalty,base_score,final_score,decision,earnings_in_window,next_earnings_date,earnings_unknown,data_quality_flag,data_quality_reasons,zero_volume_ratio,stale_price_ratio,rows_after_quality,risk_reward_status_code,risk_reward_status_label,risk_reward_message,risk_reward_detail,chart_type,rs_rank,expected_r,valid_signal,signal_date,is_sample_data,evidence_points,risk_points,summary,ticker,market_region,universe_mode,name,market,sector,source,ticker_base,industry,sector_source,updated_at,market_regime,market_comment,market_return_5d,market_above_ma20,market_above_ma60,market_above_ma200,prev_close,last_open,last_close,last_day_return,open_gap,intraday_return,distance_from_ma20,distance_from_ma60,chase_risk_warning,score,adjusted_score,chart_type_penalty,quality_penalty,data_source,data_quality,data_warning,passed_liquidity_filter,liquidity_warning,filter_reason,avg_dollar_volume_20d,passed_risk_reward_filter,risk_reward_warning,force_inflow_pct,force_inflow_source,force_inflow_grade,fi_cmf20,fi_obv_slope,fi_vol_asym,fi_accum_bar_ratio,fi_box_breakout,force_position,position_multiplier,price_percentile_252,force_penalty,force_sequence,chart_score,composite_score,composite_source,selection_reason,caution,consecutive_recommendation_days,recommended_count_last_5_sessions,consecutive_recommendation_comment,sector_count_in_top5,sector_concentration_warning
11,60700.0,53300.0,13.88,20.68,26.2,48360.0,45776.0,69837.75,68.38,1745.9,450.13,1295.77,801.6068747742509,3775.0,6.22,643835.0,114328.25,5.63,0.2541547004547379,51636778.0,60700.0,62900.0,133000.0,42050.0,30650.0,True,손익비 부족,53150.0,66362.5,70137.5,9.33,15.55,14.21,0.66,0.0,0,[],0.0,0.0,65800.0,0.0,해당없음,False,73215.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,25,15,16,10,9,-5,-6,64,53,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,89.87,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","박스권 돌파 유형이며 점수는 53점, 손익비는 0.66입니다.",295310.KQ,kr,kospi_kosdaq,에이치브이엠,KOSDAQ,기타,naver_kosdaq,295310,비철금속,naver,2026-06-28T13:36:22,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,53300.0,55300.0,60700.0,13.88,3.75,9.76,25.52,32.6,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,53.0,58.0,5.0,0.0,real,good,,True,,,5935082810.0,False,손익비 기준 미달: 0.66 < 1.20,66.3,proxy,inflow,0.25,0.29,2.82,0.2,1.0,overheated,0.8,34.81,0.0,7.5,58.0,61.3,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,2,
12,24550.0,22900.0,7.21,27.2,26.48,20197.5,16854.6,17760.07,69.74,1466.74,1198.2,268.54,123.61829572095166,2177.14,8.87,2648482.0,799833.9,3.31,0.015547492997277758,110738343.0,24550.0,24550.0,30800.0,17850.0,9880.0,True,손익비 부족,20197.5,27815.71,29992.86,13.3,22.17,21.55,0.62,0.0,0,[],0.0,0.0,25100.0,0.0,해당없음,True,19087.33,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,15,16,10,13,-5,-11,68,57,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,89.65,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","박스권 돌파 유형이며 점수는 57점, 손익비는 0.62입니다.",126730.KQ,kr,kospi_kosdaq,코칩,KOSDAQ,화학·에너지,naver_kosdaq,126730,전기제품,naver,2026-06-28T13:37:00,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,22900.0,22750.0,24550.0,7.21,-0.66,7.91,21.55,45.66,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,57.0,62.0,5.0,0.0,real,good,,True,,,17174516778.5,False,손익비 기준 미달: 0.62 < 1.20,60.1,proxy,inflow,0.02,0.71,4.5,0.2,1.0,overheated,0.8,70.12,0.0,7.5,62.0,61.2,blend,거래량이 충분합니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,0,
13,36300.0,36300.0,0.0,6.76,15.06,34175.0,32936.4,31285.69,64.16,922.67,699.43,223.25,236.33227479458992,1317.86,3.63,2305795.0,3148352.0,0.73,0.13394818068302114,116552499.0,36850.0,36850.0,39478.8515625,31750.0,28163.82,True,손익비 부족,34175.0,36850.0,39594.64,1.52,9.08,6.22,0.24,52.76,2,"[16.41, 14.2, 16.1]",1.127,1.064,36950.0,1.79,베이스 형성,False,32527.71,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,6,13,-5,0,64,58,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,85.74,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 58점, 손익비는 0.24입니다.",316140.KS,kr,kospi_kosdaq,우리금융지주,KOSPI,금융,naver_kospi,316140,은행,naver,2026-06-28T13:35:29,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,36300.0,36350.0,36300.0,0.0,0.14,-0.14,6.22,10.21,,58.0,60.0,2.0,0.0,real,good,,True,,,108660525782.5,False,손익비 기준 미달: 0.24 < 1.20,62.6,proxy,inflow,0.13,0.42,1.6,0.1,0.0,neutral,1.0,80.37,0.0,12.5,60.0,61.0,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,0,
14,48100.0,46300.0,3.89,4.11,3.11,46192.5,44025.56,36002.1,55.23,273.71,343.55,-69.84,-242.31350892158412,2082.14,4.33,120774.0,140740.2,0.86,0.21982593154243713,7618117.0,48550.0,62800.0,62800.0,43500.0,33616.31,True,손익비 부족,46192.5,48550.0,53305.36,0.94,10.82,4.13,0.23,79.93,2,"[28.52, 49.91, 14.04]",0.395,0.602,53300.0,10.81,베이스 형성,True,41211.77,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,3,20,4,11,-5,0,63,64,관찰 후보,False,,True,good,,0.0144,0.0062,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,93.39,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 64점, 손익비는 0.23입니다.",007340.KS,kr,kospi_kosdaq,DN오토모티브,KOSPI,자동차·부품,naver_kospi,007340,자동차부품,naver,2026-06-28T13:35:53,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,46300.0,46350.0,48100.0,3.89,0.11,3.78,4.13,9.25,,64.0,66.0,2.0,0.0,real,good,,True,,,6502689482.5,False,손익비 기준 미달: 0.23 < 1.20,50.7,proxy,neutral,0.22,0.09,1.41,0.0,0.0,neutral,1.0,64.47,0.0,7.5,66.0,59.9,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
15,57800.0,54800.0,5.47,0.87,10.52,54715.0,52691.24,59972.5,59.18,1049.89,928.8,121.09,26.30169509248276,2821.43,4.88,985910.0,2660273.5,0.37,0.3410721226813861,69597424.0,58000.0,58000.0,84920.546875,50600.0,44405.76,True,거래량 부족; 손익비 부족,54715.0,58000.0,64853.57,0.35,12.2,5.64,0.06,0.0,0,[],0.0,0.0,59100.0,0.0,해당없음,False,62515.63,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,25,0,20,10,13,-5,-5,58,46,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,신고가 근접,67.78,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","신고가 근접 유형이며 점수는 46점, 손익비는 0.06입니다.",047050.KS,kr,kospi_kosdaq,포스코인터내셔널,KOSPI,기타,naver_kospi,047050,무역회사와판매업체,naver,2026-06-28T13:36:48,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,54800.0,56900.0,57800.0,5.47,3.83,1.58,5.64,9.7,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다.,46.0,48.0,2.0,0.0,real,good,,True,,,146928976205.0,False,손익비 기준 미달: 0.06 < 1.20,76.8,proxy,strong_inflow,0.34,1.17,9.9,0.05,0.0,base,1.2,33.06,0.0,5.0,48.0,59.5,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다.,0,0,,2,
16,53400.0,52700.0,1.33,3.89,6.59,48415.0,47866.0,60787.01,58.45,452.64,-277.23,729.88,605.305503900938,3285.71,6.15,584402.0,433118.3,1.35,0.14947295004436084,33286683.0,53400.0,68100.0,112500.0,45000.0,35300.0,True,손익비 부족,48415.0,58328.57,61614.29,9.23,15.38,10.3,0.9,0.0,0,[],0.0,0.0,69800.0,0.0,해당없음,False,70650.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,25,10,20,10,9,-5,0,69,56,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,91.8,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']",['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.'],"박스권 돌파 유형이며 점수는 56점, 손익비는 0.9입니다.",218410.KQ,kr,kospi_kosdaq,RFHIC,KOSDAQ,반도체,naver_kosdaq,218410,통신장비,naver,2026-06-28T13:37:02,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,52700.0,53700.0,53400.0,1.33,1.9,-0.56,10.3,11.56,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,56.0,61.0,5.0,0.0,real,good,,True,,,21402308687.5,False,손익비 기준 미달: 0.90 < 1.20,55.4,proxy,neutral,0.15,0.44,1.64,0.15,0.0,neutral,1.0,32.27,5.0,5.0,61.0,58.8,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,1,
17,27000.0,25800.0,4.65,13.21,13.45,23227.5,21694.4,25709.4,63.54,633.91,214.75,419.16,261.3122251211131,2010.71,7.45,984604.0,334833.35,2.94,0.22927919677331582,30303408.0,27000.0,27800.0,54000.0,20400.0,13300.0,True,손익비 부족,23227.5,30016.07,32026.79,11.17,18.62,16.24,0.69,0.0,0,[],0.0,0.0,30400.0,0.0,해당없음,False,30603.0,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,15,20,10,13,-5,-11,72,58,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,94.38,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","박스권 돌파 유형이며 점수는 58점, 손익비는 0.69입니다.",138080.KQ,kr,kospi_kosdaq,오이솔루션,KOSDAQ,반도체,naver_kosdaq,138080,통신장비,naver,2026-06-28T13:37:02,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,25800.0,26500.0,27000.0,4.65,2.71,1.89,16.24,24.46,20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,58.0,63.0,5.0,0.0,real,good,,True,,,8107617560.0,False,손익비 기준 미달: 0.69 < 1.20,51.3,proxy,neutral,0.23,0.1,2.12,0.15,1.0,overheated,0.8,39.5,8.0,7.5,63.0,58.3,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,1,
18,84000.0,87200.0,-3.67,0.12,17.98,77060.0,69690.0,63543.32,63.08,4664.49,3751.67,912.82,1302.2849638649473,4367.86,5.2,325858.0,445519.05,0.73,0.30393702846909665,28195590.0,89400.0,89400.0,102500.0,68200.0,52400.0,True,손익비 부족,77060.0,89400.0,94919.64,6.43,13.0,9.01,0.71,45.18,2,"[16.15, 35.56, 26.71]",1.702,1.077,90600.0,7.86,베이스 형성,True,73166.68,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,0,20,6,3,-5,0,54,55,관찰 후보,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,90.28,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['거래량이 20일 평균보다 낮아 돌파 신뢰도가 약할 수 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.']","VCP base 유형이며 점수는 55점, 손익비는 0.71입니다.",375500.KS,kr,kospi_kosdaq,DL이앤씨,KOSPI,기타,naver_kospi,375500,건설,naver,2026-06-28T13:36:36,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,87200.0,87600.0,84000.0,-3.67,0.46,-4.11,9.01,20.53,,55.0,57.0,2.0,0.0,real,good,,True,,,35248880645.0,False,손익비 기준 미달: 0.71 < 1.20,59.7,proxy,neutral,0.3,0.52,1.41,0.2,0.0,neutral,1.0,71.24,0.0,5.0,57.0,58.1,blend,RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,2,
19,21600.0,18560.0,16.38,16.38,11.34,17253.0,17808.2,26441.65,62.82,-51.13,-592.19,541.06,307.68779366574165,1844.29,8.54,14763339.0,2183570.7,6.76,0.1801985463729978,270514986.0,21600.0,30600.0,53200.0,15600.0,11850.0,True,손익비 부족,17911.43,24366.43,26210.71,12.81,21.35,20.59,0.62,0.0,0,[],0.0,0.0,33800.0,0.0,해당없음,False,32539.67,주봉 추세 미충족,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,18,15,20,10,9,-5,-19,48,46,제외,False,,True,good,,0.0,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,박스권 돌파,99.96,,False,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.', 'MACD가 시그널선 위에 있어 모멘텀이 개선되고 있습니다.']","['5일 수익률이 10% 이상이라 추격 매수 부담이 있습니다.', '손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","박스권 돌파 유형이며 점수는 46점, 손익비는 0.62입니다.",043260.KQ,kr,kospi_kosdaq,성호전자,KOSDAQ,화학·에너지,naver_kosdaq,043260,전기제품,naver,2026-06-28T13:37:00,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,18560.0,19260.0,21600.0,16.38,3.77,12.15,25.2,21.29,최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,46.0,51.0,5.0,0.0,real,good,,True,,,41226275657.0,False,손익비 기준 미달: 0.62 < 1.20,68.4,proxy,inflow,0.18,0.41,4.37,0.15,1.0,overheated,0.8,39.42,0.0,2.5,51.0,58.0,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다. 최근 하루 상승폭이 커서 바로 따라 사는 것은 위험할 수 있습니다. 갭상승 출발 이력이 있어 추격 진입에 주의가 필요합니다. 20일 이동평균선보다 많이 위에 있어 단기 과열 가능성이 있습니다.,0,0,,0,
20,5880.0,5630.0,4.44,8.29,5.76,5463.5,4980.7,3591.06,59.01,132.64,136.52,-3.88,-33.169525150250166,411.79,7.0,3428025.0,2947310.45,1.16,-0.12121842578841543,499800153.0,6160.0,6160.0,9980.0,5090.0,3165.0,True,손익비 부족,5463.5,6160.0,6909.46,4.76,17.51,7.62,0.62,80.0,2,"[42.31, 50.74, 27.11]",0.237,0.493,6750.0,14.8,베이스 형성,True,4451.5,주봉 상승 추세,neutral,0.5,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,30,6,20,4,3,-5,-5,53,59,관찰 후보,False,,True,good,,0.0021,0.0,485,poor,부적합,기대 수익보다 손실 위험이 더 큽니다.,손익비가 1.0 미만이라 후보 적합성이 낮습니다.,VCP 베이스 형성,97.89,,True,2026-09-17,False,"['현재가가 20일선과 50일선 위에 있어 단기 추세가 양호합니다.', '20일 이동평균선이 50일 이동평균선 위에 있어 상승 추세가 유지되고 있습니다.', 'RSI가 45~65 구간에 있어 과열 부담이 크지 않습니다.', '현재 거래량이 20일 평균 이상이거나 비슷한 수준이라 신호의 신뢰도를 보강합니다.']","['손익비가 1.2 미만이라 매매 조건의 질이 낮습니다.', 'ATR 비율이 높아 변동성이 크고 손절 관리 부담이 있습니다.']","VCP base 유형이며 점수는 59점, 손익비는 0.62입니다.",024840.KQ,kr,kospi_kosdaq,KBI메탈,KOSDAQ,반도체,naver_kosdaq,024840,전기장비,naver,2026-06-28T13:37:04,혼조,시장 방향성이 뚜렷하지 않아 종목별 선별이 중요합니다.,-3.15,True,True,True,5630.0,5580.0,5880.0,4.44,-0.89,5.38,7.62,18.06,,59.0,61.0,2.0,0.0,real,good,,True,,,16877385754.5,False,손익비 기준 미달: 0.62 < 1.20,53.0,proxy,neutral,-0.12,0.72,3.08,0.05,0.0,neutral,1.0,50.9,0.0,7.5,61.0,57.8,blend,거래량이 충분합니다. RSI가 과열 구간은 아닙니다. 현재가가 20일선 위에 있어 단기 추세가 양호합니다.,기대 수익보다 손실 위험이 더 큽니다.,0,0,,1,
